team ,leagueID,player,salary,POS,G,GS,InnOuts,PO,A,E,DP,PB,GB,AB,R,H,SecB,ThiB,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
MIL,NL,burbada0,440000,P,43,0,212,5,13,2,0,.,43,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIL,NL,capuach0,305000,P,17,17,265,3,16,0,0,.,17,30,0,6,2,0,0,2,0,0,1,10,0,1,0,0,0
MIL,NL,clarkbr0,376000,RF,138,77,2354,219,4,4,2,.,138,353,41,99,18,1,7,46,15,8,53,48,2,9,1,3,9
MIL,NL,counscr0,3166667,SS,140,128,3392,165,357,9,70,.,140,473,59,114,19,5,2,23,17,4,59,88,9,5,5,3,5
MIL,NL,davisdo0,450000,P,33,34,622,15,26,1,2,.,33,64,0,1,0,0,0,0,0,0,1,43,0,0,6,0,1
MIL,NL,durritr0,305000,2B,53,3,116,12,12,0,1,.,53,82,13,19,2,3,2,4,4,0,4,23,0,0,1,0,1
MIL,NL,fordbe01,310000,P,19,0,72,0,3,0,1,.,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,NL,ginteke0,383333,3B,113,41,1189,28,80,3,10,.,113,386,47,101,23,2,19,60,8,1,37,100,2,6,4,4,9
MIL,NL,grievbe0,700000,RF,108,64,1411,106,0,4,0,.,108,234,28,61,15,0,7,29,0,0,39,65,5,0,0,2,4
MIL,NL,hallbi03,310000,2B,126,47,1255,95,113,9,29,.,126,390,43,93,20,3,9,53,12,6,20,119,1,1,2,2,4
MIL,NL,helmswe0,1687500,3B,92,65,1638,45,105,16,10,.,92,274,24,72,13,1,4,28,0,1,24,60,1,5,1,2,10
MIL,NL,hernaad0,425000,P,6,1,48,1,5,0,0,.,6,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
MIL,NL,jenkige0,8737500,LF,157,154,4086,261,10,1,3,.,157,617,88,163,36,6,27,93,3,1,46,152,10,12,0,6,19
MIL,NL,kiescbr0,380000,P,75,0,129,4,2,0,0,.,75,63,2,17,3,0,1,7,0,0,5,16,1,0,0,0,3
MIL,NL,kinnema0,400000,P,31,6,187,3,4,0,0,.,31,9,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0
MIL,NL,kolbda01,1500000,P,62,0,172,2,10,1,1,.,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIL,NL,moellch0,370000,C,101,92,2481,718,46,1,4,3,101,317,25,66,13,1,5,27,0,1,21,74,1,4,6,1,12
MIL,NL,obermwe0,314000,P,24,20,354,11,12,0,0,.,24,39,2,15,3,0,0,5,0,0,1,14,0,0,2,0,1
MIL,NL,overbly0,326000,1B,159,150,4081,1309,113,11,110,.,159,579,83,174,53,1,16,87,2,1,81,128,9,2,0,6,11
MIL,NL,podsesc0,400000,CF,154,152,4083,392,5,4,2,.,154,640,85,156,27,7,12,39,70,13,58,105,2,7,6,1,7
MIL,NL,sheetbe0,2425000,P,33,34,711,14,23,2,0,.,33,67,2,9,0,0,0,1,0,0,5,22,0,0,9,0,2
MIL,NL,spiveju0,2367500,2B,59,58,1553,111,177,11,41,.,59,228,33,62,13,0,7,28,5,3,25,48,0,7,1,2,7
MIL,NL,vizcalu0,550000,P,70,0,216,4,3,0,0,.,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,AL,blanche0,750000,C,114,95,2617,685,45,7,7,5,114,315,36,65,19,1,10,37,0,3,21,56,0,3,11,3,8
MIN,AL,cuddymi0,307500,3B,115,36,1014,33,51,7,6,.,115,339,49,89,22,1,12,45,5,5,37,74,2,3,2,1,8
MIN,AL,fultzaa0,550000,P,4,0,150,2,8,0,0,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,AL,guzmacr0,3725000,SS,145,143,3914,234,440,12,103,.,145,576,84,158,31,4,8,46,10,5,30,64,4,1,13,4,15
MIN,AL,hunteto0,6500000,CF,138,124,3300,311,5,4,0,.,138,520,79,141,37,0,23,81,21,7,40,101,4,7,0,2,23
MIN,AL,jonesja0,4350000,RF,151,138,3711,314,5,2,1,.,151,555,69,141,22,1,24,80,13,10,40,117,2,10,2,1,12
MIN,AL,koskico0,4500000,3B,118,112,3012,79,207,11,14,.,118,422,68,106,24,2,25,71,9,3,49,103,10,12,0,5,6
MIN,AL,lecroma0,340000,C,88,16,433,114,4,4,0,1,88,264,25,71,14,0,9,39,0,0,16,60,0,5,0,2,7
MIN,AL,lohseky0,395000,P,2,34,582,12,22,0,1,.,2,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
MIN,AL,mauerjo0,300000,C,35,29,771,212,10,2,0,0,35,107,18,33,8,1,6,17,1,0,11,14,0,1,0,3,1
MIN,AL,mientdo0,2800000,1B,78,73,2006,661,37,4,61,.,78,284,34,70,18,0,5,25,2,2,38,38,2,3,2,1,9
MIN,AL,nathajo0,440000,P,4,0,217,1,6,0,1,.,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,AL,offerjo0,500000,1B,77,5,153,52,6,1,11,.,77,172,22,44,14,2,2,22,1,1,29,31,2,0,1,0,1
MIN,AL,pulidca0,305000,P,6,0,34,0,0,0,0,.,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,AL,puntoni0,307500,SS,38,10,264,16,33,0,9,.,38,91,17,23,0,0,2,12,6,0,12,19,0,0,0,0,2
MIN,AL,radkebr0,10750000,P,1,34,659,17,21,1,2,.,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
MIN,AL,rincoju0,330000,P,3,0,246,3,6,3,0,.,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIN,AL,rivaslu0,1500000,2B,109,95,2581,176,317,3,75,.,109,336,44,86,19,5,10,34,15,1,13,53,0,1,5,3,8
MIN,AL,roajo01,320000,P,3,0,210,5,9,1,1,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,AL,romerjc0,820000,P,1,0,223,7,8,0,2,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIN,AL,ryanmi03,305000,CF,36,1,39,3,0,0,0,.,36,71,9,17,2,1,0,7,1,1,4,16,1,0,0,0,2
MIN,AL,santajo0,1600000,P,2,34,684,9,24,4,2,.,2,8,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0
MIN,AL,silvaca0,340000,P,2,33,609,11,25,2,1,.,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIN,AL,stewash0,5500000,LF,92,71,1918,103,2,3,0,.,92,378,46,115,17,2,11,47,6,3,47,44,4,1,1,3,5
MIN,AL,thomabr0,300000,P,3,0,8,0,1,0,0,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MON,NL,armasto0,2100000,P,15,16,216,2,13,0,3,.,15,16,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
MON,NL,ayalalu0,317500,P,79,0,271,9,21,0,4,.,79,9,0,3,1,0,0,0,0,0,0,3,0,0,1,0,0
MON,NL,batisto0,1500000,3B,157,149,3978,82,309,19,35,.,157,606,76,146,30,2,32,110,14,6,26,78,4,4,4,10,14
MON,NL,bentzch0,300000,P,35,0,83,5,5,0,0,.,35,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MON,NL,bergepe0,300000,CF,11,11,291,21,0,2,0,.,11,42,2,9,0,0,0,1,0,1,2,16,0,0,1,0,0
MON,NL,biddlro0,1950000,P,44,9,234,2,9,0,0,.,44,11,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0
MON,NL,cabreor0,6000000,SS,103,100,2603,147,290,7,69,.,103,390,41,96,19,2,4,31,12,3,28,31,0,2,2,3,12
MON,NL,calloro0,312500,LF,46,4,119,2,0,0,0,.,46,84,4,14,2,0,1,10,2,0,5,22,0,0,1,1,3
MON,NL,carroja0,310000,LF,102,1,18,2,0,0,0,.,102,218,36,63,14,2,0,16,5,1,32,21,1,1,2,3,3
MON,NL,cordech0,300000,P,67,0,248,3,5,0,1,.,67,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
MON,NL,dayza01,315000,P,17,19,350,10,16,0,1,.,17,29,1,1,0,0,1,1,0,0,0,17,0,0,3,0,0
MON,NL,diazei01,2587500,C,55,37,999,264,19,3,6,.,55,139,9,31,6,1,1,11,2,0,11,10,3,4,2,3,6
MON,NL,eischjo0,1300000,P,22,0,55,0,1,1,0,.,22,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
MON,NL,evereca0,3000000,LF,39,19,449,24,1,2,0,.,39,127,8,32,10,0,2,14,0,0,8,19,2,5,0,1,8
MON,NL,fikacje0,350000,P,18,0,75,1,5,0,1,.,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MON,NL,foxan01,450000,SS,34,1,63,0,5,0,0,.,34,43,2,4,0,0,1,1,0,0,0,16,0,0,0,0,1
MON,NL,hernali0,6000000,P,34,35,765,21,61,2,10,.,34,81,2,20,7,0,1,10,0,0,1,8,0,0,15,0,1
MON,NL,johnsni0,1250000,1B,73,70,1830,618,43,4,69,.,73,251,35,63,16,0,7,33,6,3,40,58,2,3,0,1,5
MON,NL,kimsu01,303000,P,41,17,407,17,12,3,0,.,41,28,1,6,2,0,0,5,1,0,0,9,0,0,4,0,0
MON,NL,lopezlu0,350000,1B,11,6,165,53,2,0,5,.,11,26,0,4,0,0,0,0,0,0,0,9,0,1,0,0,1
MON,NL,ohkato01,2337500,P,14,15,254,4,11,1,3,.,14,25,0,2,0,0,0,0,1,0,1,8,0,0,0,0,0
MON,NL,pattejo0,310000,P,19,19,295,8,11,1,0,.,19,33,0,4,0,0,0,1,0,0,1,17,0,0,5,0,2
MON,NL,riverju0,312000,RF,134,74,2165,151,13,3,3,.,134,391,48,120,24,1,12,49,6,2,34,45,7,1,0,0,11
MON,NL,schnebr0,350000,C,135,125,3342,814,58,2,16,.,135,436,40,112,20,3,12,49,0,1,42,63,10,3,5,2,8
MON,NL,sledgte0,300000,CF,133,1,45,7,0,0,0,.,133,398,45,107,20,6,15,62,3,3,40,66,4,1,6,1,2
MON,NL,vargacl0,307500,P,42,14,355,10,11,0,2,.,42,22,0,1,0,0,0,0,0,0,0,8,0,0,7,0,1
MON,NL,vidrojo0,7000000,2B,110,104,2638,176,270,6,71,.,110,412,51,121,24,0,14,60,3,1,49,43,7,0,4,2,14
MON,NL,wilkebr0,375000,1B,160,78,2105,694,67,4,68,.,160,572,112,146,39,2,32,67,13,6,106,152,8,4,3,3,6
NYA,AL,brownke0,15714286,P,22,22,396,8,12,4,2,.,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,cairomi0,900000,2B,122,96,2568,195,275,6,59,.,122,360,48,105,17,5,6,42,11,3,18,49,1,14,12,4,7
NYA,AL,clarkto0,750000,1B,106,64,1871,603,49,4,64,.,106,253,37,56,12,0,16,49,0,0,26,92,3,2,0,2,6
NYA,AL,contrjo0,8500000,P,3,18,287,1,6,1,0,.,3,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
NYA,AL,crosbbu0,301400,LF,55,0,100,3,0,0,0,.,55,53,8,8,2,0,2,7,2,0,2,13,0,1,2,0,0
NYA,AL,depaujo0,302550,P,3,1,27,1,2,0,0,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,flahejo0,775000,C,47,35,985,255,19,3,3,3,47,127,11,32,9,0,6,16,0,2,5,25,2,1,2,0,5
NYA,AL,giambja0,12428571,1B,80,47,1125,372,14,4,30,.,80,264,33,55,9,0,12,40,0,1,47,62,1,8,0,3,5
NYA,AL,gordoto0,3500000,P,4,0,269,6,13,1,1,.,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,heredfe0,1800000,P,5,0,116,3,7,1,0,.,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,hernaor0,500000,P,15,15,254,10,7,0,1,.,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,jeterde0,18600000,SS,154,154,4025,273,392,13,96,.,154,643,111,188,44,1,23,78,23,4,46,99,1,14,16,2,19
NYA,AL,karsast0,6000000,P,1,0,20,1,1,1,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,leetr01,2000000,1B,7,4,126,44,4,0,2,.,7,19,1,2,1,0,0,2,0,0,1,3,1,0,0,0,2
NYA,AL,liebejo0,2700000,P,1,27,530,10,19,4,1,.,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NYA,AL,loftoke0,3100000,CF,83,62,1618,162,3,1,3,.,83,276,51,76,10,7,3,18,7,3,31,27,1,1,1,4,4
NYA,AL,matsuhi0,7000000,LF,162,158,4164,303,8,7,2,.,162,584,109,174,34,2,31,108,3,0,88,103,2,3,0,5,11
NYA,AL,mussimi0,16000000,P,1,27,494,11,28,2,1,.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,osbordo0,450000,P,9,2,53,1,6,0,1,.,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,posadjo0,9000000,C,137,126,3307,835,53,9,13,8,137,449,72,122,31,0,21,81,1,3,88,92,5,9,0,1,24
NYA,AL,quantpa0,3000000,P,6,0,286,1,13,0,0,.,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NYA,AL,riverma0,10890000,P,2,0,236,9,31,1,1,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,rodrial0,22000000,3B,155,155,4093,100,262,13,25,.,155,601,112,172,24,2,36,106,28,4,80,131,6,10,0,7,18
NYA,AL,sheffga0,13000000,RF,154,136,3536,270,11,5,3,.,154,573,117,166,30,1,36,121,5,6,92,83,7,11,0,8,16
NYA,AL,sierrru0,1000000,RF,107,20,477,37,1,1,0,.,107,307,40,75,12,1,17,65,1,0,25,55,4,0,0,6,5
NYA,AL,vazquja0,9000000,P,2,32,594,9,37,2,4,.,2,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
NYA,AL,whitega0,1925000,P,1,0,62,0,2,0,0,.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYA,AL,willibe0,12357143,CF,148,93,2491,214,2,1,1,.,148,561,105,147,29,1,22,70,1,5,85,96,5,2,1,2,19
NYA,AL,wilsoen0,700000,SS,93,4,177,10,25,1,6,.,93,240,19,51,9,0,6,31,1,2,15,20,0,0,2,5,5
NYN,NL,camermi0,4333333,CF,140,132,3552,354,7,8,2,.,140,493,76,114,30,1,30,76,22,6,57,143,2,8,1,3,5
NYN,NL,ericksc0,700000,P,2,2,24,0,1,0,0,.,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NYN,NL,floydcl0,6500000,LF,113,105,2591,164,5,2,1,.,113,396,55,103,26,0,18,63,11,4,47,103,6,11,0,3,8
NYN,NL,francjo0,1000000,P,50,0,138,0,6,0,0,.,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYN,NL,garcika0,800000,RF,62,44,1159,91,0,3,0,.,62,192,24,45,7,2,7,22,3,0,10,35,0,0,0,0,6
NYN,NL,glavito0,10765608,P,33,33,637,10,49,1,2,.,33,54,5,11,2,0,0,8,0,0,10,10,0,0,8,0,2
NYN,NL,gutieri0,4166667,3B,24,1,30,1,0,1,0,.,24,63,2,11,2,0,0,5,0,0,6,8,0,1,0,0,3
NYN,NL,leiteal0,10295600,P,28,30,521,7,26,0,4,.,28,54,0,5,1,0,0,0,0,0,3,30,0,0,2,0,1
NYN,NL,loopebr0,2000000,P,69,0,250,5,12,0,1,.,69,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NYN,NL,matsuka0,5033333,SS,114,108,2825,174,323,23,65,.,114,460,65,125,32,2,7,44,14,3,40,97,4,2,5,2,3
NYN,NL,mcewijo0,500000,2B,75,15,487,50,55,2,10,.,75,138,17,35,3,1,1,16,4,1,9,32,4,0,6,1,0
NYN,NL,morenor0,317500,P,32,0,104,3,4,0,0,.,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYN,NL,phillja0,318000,C,128,72,1951,486,37,1,4,3,128,362,34,79,18,0,7,34,0,1,35,42,4,8,2,5,11
NYN,NL,piazzmi0,16071429,1B,129,66,1553,498,35,8,44,.,129,455,47,121,21,0,20,54,0,0,68,78,14,2,0,3,14
NYN,NL,reyesjo0,307500,2B,53,41,1056,75,117,4,26,.,53,220,33,56,16,2,2,14,19,2,5,31,0,0,4,0,1
NYN,NL,robergr0,319500,P,4,0,14,1,2,0,0,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYN,NL,spencsh0,537500,LF,74,20,693,58,0,2,0,.,74,185,21,52,10,1,4,26,6,0,13,37,0,2,2,2,1
NYN,NL,stantmi0,3000000,P,79,0,231,4,14,0,0,.,79,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
NYN,NL,trachst0,5000000,P,33,33,608,13,37,0,4,.,33,59,6,11,1,0,0,5,0,0,1,17,0,0,11,0,1
NYN,NL,valener0,302500,RF,130,8,274,20,0,0,0,.,130,270,39,72,15,2,13,34,0,1,28,61,4,1,0,1,10
NYN,NL,weathda0,3933333,P,29,0,101,2,7,0,0,.,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYN,NL,wheelda0,311500,P,30,1,152,4,6,2,0,.,30,5,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
NYN,NL,wiggity0,316000,3B,86,54,1466,29,116,12,8,.,86,312,46,89,23,2,12,42,6,1,23,48,4,1,1,2,11
NYN,NL,wilsova0,715000,C,79,38,1151,257,23,2,2,4,79,157,18,43,10,1,4,21,1,0,11,24,2,5,1,3,5
NYN,NL,yatesty0,300000,P,21,7,140,1,6,0,1,.,21,11,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0
NYN,NL,zeileto0,1000000,1B,137,34,1096,386,23,2,35,.,137,348,30,81,16,0,9,35,0,0,44,83,1,1,1,2,13
OAK,AL,bradfch0,965000,P,5,0,177,5,13,2,0,.,5,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,0
OAK,AL,byrneer0,328000,LF,143,98,2614,172,7,2,2,.,143,569,91,161,39,3,20,73,17,1,46,111,0,12,0,5,11
OAK,AL,chaveer0,5325000,3B,125,125,3387,113,276,13,31,.,125,475,87,131,20,0,29,77,6,3,95,99,10,3,0,4,21
OAK,AL,crosbbo0,300500,SS,151,151,4068,242,505,19,107,.,151,545,70,130,34,1,22,64,7,3,58,141,0,9,5,6,20
OAK,AL,duchsju0,302500,P,2,0,289,5,20,0,1,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAK,AL,durazer0,2100000,1B,142,3,57,14,1,2,2,.,142,511,80,164,35,1,22,88,3,2,56,104,9,9,0,2,7
OAK,AL,dyeje01,11666667,RF,137,132,3534,258,3,2,2,.,137,532,87,141,29,4,23,80,4,2,49,128,4,4,0,5,16
OAK,AL,germaes0,301000,3B,31,10,308,8,21,2,3,.,31,60,9,15,1,1,0,7,0,1,4,13,0,0,1,0,1
OAK,AL,hammoch0,2400000,P,41,0,161,1,10,1,0,.,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAK,AL,harvich0,307000,P,3,0,8,0,0,0,0,.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAK,AL,hattesc0,2300000,1B,152,143,3840,1281,86,10,135,.,152,550,87,156,30,0,15,82,0,0,72,48,5,5,3,8,10
OAK,AL,hudsoti0,5000000,P,1,27,566,22,27,1,3,.,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OAK,AL,karroer0,550000,1B,40,14,442,165,17,2,15,.,40,103,8,20,6,0,2,11,1,0,7,16,1,0,0,1,2
OAK,AL,kieltbo0,347500,LF,83,40,1100,71,1,1,0,.,83,238,29,51,14,1,7,31,1,0,35,47,0,3,1,1,5
OAK,AL,kotsama0,5500000,CF,148,140,3765,347,11,6,4,.,148,606,78,190,37,3,15,63,8,5,55,70,5,2,5,5,6
OAK,AL,mclemma0,600000,2B,77,44,1120,113,123,6,37,.,77,250,29,62,14,0,2,21,0,2,41,33,3,1,2,1,4
OAK,AL,mcmilbi0,450000,RF,52,0,6,0,0,0,0,.,52,92,10,17,4,0,3,11,0,1,8,22,0,1,0,1,2
OAK,AL,mecirji0,3300000,P,4,0,143,1,3,0,0,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAK,AL,melhuad0,357500,C,69,53,1514,358,18,2,1,.,69,214,23,55,11,0,11,31,0,1,16,47,1,0,1,0,4
OAK,AL,menecfr0,400000,2B,13,9,255,16,29,1,2,.,13,33,0,3,0,0,0,1,0,0,1,8,0,1,0,0,2
OAK,AL,milleda0,3000000,C,110,109,2891,701,49,1,4,.,110,397,39,108,25,0,9,58,0,1,39,87,0,2,2,2,19
OAK,AL,muldema0,4450000,P,2,33,677,6,51,3,3,.,2,4,2,0,0,0,0,0,0,0,1,3,0,1,0,0,0
OAK,AL,redmama0,2000000,P,2,32,573,9,25,1,2,.,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
OAK,AL,rhodear0,1800000,P,2,0,116,0,8,0,0,.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAK,AL,rincori0,1750000,P,4,0,132,1,2,0,0,.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAK,AL,scutama0,301500,2B,137,106,2906,231,311,3,78,.,137,455,50,124,32,1,7,43,0,0,16,58,1,0,5,1,9
OAK,AL,zitoba01,3000000,P,2,34,639,5,31,2,1,.,2,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
PHI,NL,abreubo0,10600000,RF,159,157,4184,311,13,6,4,.,159,574,118,173,47,1,30,105,40,5,127,116,10,5,0,7,5
PHI,NL,bellda01,4400000,3B,143,141,3719,89,308,24,22,.,143,533,67,155,33,1,18,77,1,1,57,75,4,6,2,5,14
PHI,NL,burrepa0,4250000,LF,127,121,3180,217,9,4,1,.,127,448,66,115,17,0,24,84,2,0,78,130,7,2,0,6,10
PHI,NL,byrdma01,355000,CF,106,86,2260,195,4,2,1,.,106,346,48,79,13,2,5,33,2,2,22,68,1,7,2,1,10
PHI,NL,cormirh0,3000000,P,79,0,243,13,14,0,3,.,79,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PHI,NL,glanvdo0,550000,LF,87,6,196,22,0,0,0,.,87,162,21,34,1,1,2,14,8,0,8,21,1,0,3,2,5
PHI,NL,hernaro0,750000,P,57,0,170,8,11,1,0,.,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,NL,ledeeri0,1225000,RF,73,0,3,1,0,0,0,.,73,123,19,35,7,0,7,26,2,0,22,27,2,0,0,0,5
PHI,NL,liebemi0,7500000,C,131,123,3312,859,43,6,7,.,131,476,58,129,31,1,17,61,1,1,37,69,2,11,1,4,19
PHI,NL,madsory0,300000,P,49,1,231,7,4,0,0,.,49,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
PHI,NL,michaja0,335000,CF,115,40,969,95,1,3,0,.,115,299,44,82,12,0,10,40,2,2,42,80,1,2,0,3,3
PHI,NL,millwke0,11000000,P,24,25,423,10,19,0,0,.,24,46,0,8,2,0,0,1,0,0,2,26,0,0,5,0,1
PHI,NL,miltoer0,9000000,P,33,34,603,4,23,0,0,.,33,65,4,10,1,0,0,5,0,0,4,29,0,0,5,1,0
PHI,NL,myersbr0,362500,P,29,31,528,15,23,0,1,.,29,51,6,10,4,0,0,1,0,0,2,17,0,0,8,0,2
PHI,NL,padilvi0,2600000,P,20,20,346,9,16,0,0,.,20,35,2,4,0,0,0,3,0,0,2,17,0,0,3,0,0
PHI,NL,perezto0,750000,1B,86,6,168,49,5,2,4,.,86,176,22,38,13,2,6,21,0,0,9,44,2,1,3,1,2
PHI,NL,polanpl0,3950000,2B,126,105,2832,264,304,3,76,.,126,503,74,150,21,0,17,55,7,4,27,39,0,12,7,6,13
PHI,NL,prattto0,875000,C,45,38,999,259,8,0,2,.,45,128,16,33,5,0,3,16,0,0,18,38,0,1,1,1,5
PHI,NL,rolliji0,2425000,SS,154,153,4130,214,399,9,88,.,154,657,119,190,43,12,14,73,30,9,57,73,3,3,6,2,4
PHI,NL,telemam0,525000,P,41,0,163,2,6,0,0,.,41,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PHI,NL,thomeji0,12166667,1B,143,134,3539,1090,84,7,103,.,143,508,97,139,28,1,42,105,0,2,104,144,26,2,0,4,10
PHI,NL,wagnebi0,8000000,P,42,0,145,3,7,0,0,.,42,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PHI,NL,wolfra02,4375000,P,24,23,410,8,15,2,0,.,24,45,6,12,2,0,3,8,0,0,1,10,0,0,8,1,1
PHI,NL,wootesh0,575000,3B,33,3,79,2,4,0,0,.,33,53,2,9,3,0,0,2,0,0,2,9,0,2,0,0,4
PHI,NL,worreti0,2750000,P,73,0,235,10,15,1,2,.,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,NL,bayja01,305000,LF,120,107,2889,208,3,2,0,.,120,411,61,116,24,4,26,82,4,6,41,129,2,10,5,5,9
PIT,NL,bensokr0,6150000,P,19,20,397,12,19,0,2,.,19,39,2,7,0,0,0,3,0,0,1,17,0,0,10,0,0
PIT,NL,boehrbr0,2000000,P,21,0,76,0,3,0,1,.,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PIT,NL,boydja02,350000,P,12,0,39,0,4,2,0,.,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,NL,castijo0,300000,2B,129,105,2853,230,301,11,81,.,129,383,44,98,15,2,8,39,3,2,23,92,5,1,5,2,12
PIT,NL,cotahu01,303000,C,36,13,399,101,4,1,1,0,36,66,10,15,1,1,5,8,0,0,3,20,1,1,0,0,1
PIT,NL,davisjj0,300000,RF,25,7,183,14,1,1,0,.,25,35,4,5,1,0,0,3,2,0,4,10,0,0,0,1,0
PIT,NL,foggjo01,342000,P,31,32,535,13,36,2,5,.,31,53,1,4,1,0,0,3,0,0,0,13,0,0,11,0,0
PIT,NL,grabojo0,300000,P,64,0,185,2,15,0,2,.,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,NL,hillbo01,315000,2B,126,31,765,70,89,1,22,.,126,233,28,62,7,2,2,27,0,3,20,39,2,12,1,1,12
PIT,NL,johnsmi0,300000,P,20,0,68,0,7,1,0,.,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,NL,kendaja0,8571429,C,147,145,3777,998,78,10,13,2,147,574,86,183,32,0,3,51,11,8,60,41,2,19,1,4,12
PIT,NL,mackoro0,335000,3B,155,51,1234,37,90,5,15,.,155,491,65,121,22,6,17,75,13,4,50,114,2,6,1,7,3
PIT,NL,meadobr0,625000,P,65,0,234,4,13,1,0,.,65,3,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0
PIT,NL,mesajo01,800000,P,68,0,208,4,11,0,1,.,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,NL,mondera0,1150000,RF,26,12,315,23,2,1,0,.,26,99,8,28,8,0,2,14,0,2,11,27,0,0,0,0,1
PIT,NL,nunezab0,625000,2B,112,22,591,60,70,2,24,.,112,182,17,43,9,0,2,13,1,3,10,36,0,0,2,1,8
PIT,NL,perezol0,321000,P,30,30,588,7,21,0,2,.,30,58,2,11,0,0,0,0,0,0,4,22,0,0,10,0,0
