Kaggle_Set,Kaggle_Id,Survived,Pclass,Name,Sex,Kaggle_Age,SibSp,ParCh,Ticket,Fare,Cabin,Embarked,ID_No,Age,Age_Group,Group,Class,Home_Country,English,ESC,Nat_Group,Boarded
train,646,1,1,"Harper, Mr. Henry Sleeper",male,48,1,0,PC 17572,76.7292,D33,C,840,48,40to49years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,647,0,3,"Cor, Mr. Liudevit",male,19,0,0,349231,7.8958,,S,449,19,14to19years,Passengers,3rd Class,Croatia,0,0,European,Southampton
train,648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,35.5,A26,C,1851,56,50yearsplus,Passengers,1st Class,Switzerland,0,0,European,Southampton
train,649,0,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,7.55,,S,2165,18,14to19years,Passengers,3rd Class,England,1,1,British,Southampton
train,650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,CA. 2314,7.55,,S,1926,24,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
train,651,0,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S,1378,23,20to24years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,652,1,2,"Doling, Miss. Elsie",female,18,0,1,231919,23,,S,575,18,14to19years,Passengers,2nd Class,England,1,1,British,Southampton
train,653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8475,8.4333,,S,1059,21,20to24years,Passengers,3rd Class,Norway,0,0,European,Southampton
train,654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919,7.8292,,Q,1499,16,14to19years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,6.75,,Q,882,18,14to19years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,656,0,2,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,73.5,,S,902,24,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
train,657,0,3,"Radeff, Mr. Alexander",male,,0,0,349223,7.8958,,S,1663,27,25to29years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,658,0,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,,Q,234,32,30to34years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,659,0,2,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,13,,S,620,23,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
train,660,0,1,"Newell, Mr. Arthur Webster",male,58,0,2,35273,113.275,D48,C,1454,58,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
train,661,1,1,"Frauenthal, Dr. Henry William",male,50,2,0,PC 17611,133.65,,S,707,49,40to49years,Passengers,1st Class,England,1,1,British,Cherbourg
train,662,0,3,"Badt, Mr. Mohamed",male,40,0,0,2623,7.225,,C,107,40,40to49years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,663,0,1,"Colley, Mr. Edward Pomeroy",male,47,0,0,5727,25.5875,E58,S,422,37,35to39years,Passengers,1st Class,Ireland,0,1,Irish,Southampton
train,664,0,3,"Coleff, Mr. Peju",male,36,0,0,349210,7.4958,,S,428,36,35to39years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,665,1,3,"Lindqvist, Mr. Eino William",male,20,1,0,STON/O 2. 3101285,7.925,,S,1203,20,20to24years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,666,0,2,"Hickman, Mr. Lewis",male,32,2,0,S.O.C. 14879,73.5,,S,903,30,30to34years,Passengers,2nd Class,England,1,1,British,Southampton
train,667,0,2,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13,,S,305,25,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
train,668,0,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,7.775,,S,1730,49,40to49years,Passengers,3rd Class,Norway,0,0,European,Southampton
train,669,0,3,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,8.05,,S,441,43,40to49years,Passengers,3rd Class,Russia,0,0,European,Southampton
train,670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52,C126,S,1984,49,40to49years,Passengers,1st Class,England,1,1,British,Southampton
train,671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,39,,S,278,40,40to49years,Passengers,2nd Class,South Africa,0,1,OES,Southampton
train,672,0,1,"Davidson, Mr. Thornton",male,31,1,0,F.C. 12750,52,B71,S,514,31,30to34years,Passengers,1st Class,Canada,0,1,OES,Cherbourg
train,673,0,2,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,10.5,,S,1376,71,50yearsplus,Passengers,2nd Class,England,1,1,British,Southampton
train,674,1,2,"Wilhelms, Mr. Charles",male,31,0,0,244270,13,,S,2160,32,30to34years,Passengers,2nd Class,England,1,1,British,Southampton
train,675,0,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0,,S,2107,15,14to19years,Guarantee,2nd Class,Ireland,0,1,Irish,Belfast
train,676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,7.775,,S,617,18,14to19years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,8.05,,S,1804,33,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
train,678,1,3,"Turja, Miss. Anna Sofia",female,18,0,0,4138,9.8417,,S,2041,18,14to19years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,46.9,,S,766,43,40to49years,Passengers,3rd Class,England,1,1,British,Southampton
train,680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,338,36,35to39years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,681,0,3,"Peters, Miss. Katie",female,,0,0,330935,8.1375,,Q,1603,26,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,682,1,1,"Hassab, Mr. Hammad",male,27,0,0,PC 17572,76.7292,D49,C,867,27,25to29years,Servants,1st Class,Egypt,0,0,Ottoman,Cherbourg
train,683,0,3,"Olsvigen, Mr. Thor Anderson",male,20,0,0,6563,9.225,,S,1513,20,20to24years,Passengers,3rd Class,Norway,0,0,European,Southampton
train,684,0,3,"Goodwin, Mr. Charles Edward",male,14,5,2,CA 2144,46.9,,S,767,14,14to19years,Passengers,3rd Class,England,1,1,British,Southampton
train,685,0,2,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,,S,282,60,50yearsplus,Passengers,2nd Class,South Africa,0,1,OES,Southampton
train,686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,41.5792,,C,1155,25,25to29years,Passengers,2nd Class,France,0,0,European,Cherbourg
train,687,0,3,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,39.6875,,S,1548,14,14to19years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,688,0,3,"Dakic, Mr. Branko",male,19,0,0,349228,10.1708,,S,500,19,14to19years,Passengers,3rd Class,Austria,0,0,European,Southampton
train,689,0,3,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,7.7958,,S,662,18,14to19years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,690,1,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,211.3375,B5,S,1249,16,14to19years,Passengers,1st Class,USA,0,1,American,Southampton
train,691,1,1,"Dick, Mr. Albert Adrian",male,31,1,0,17474,57,B20,S,557,31,30to34years,Passengers,1st Class,Canada,0,1,OES,Southampton
train,692,1,3,"Karun, Miss. Manca",female,4,0,1,349256,13.4167,,C,1068,4,00to13years,Children,3rd Class,Slovenia,0,0,European,Cherbourg
train,693,1,3,"Lam, Mr. Ali",male,,0,0,1601,56.4958,,S,1147,38,35to39years,Passengers,3rd Class,China,0,0,Other,Southampton
train,694,0,3,"Saad, Mr. Khalil",male,25,0,0,2672,7.225,,C,1765,25,25to29years,Passengers,3rd Class,Syria,0,0,Ottoman,Cherbourg
train,695,0,1,"Weir, Col. John",male,60,0,0,113800,26.55,,S,2121,59,50yearsplus,Passengers,1st Class,USA,0,1,American,Southampton
train,696,0,2,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,,S,375,52,50yearsplus,Passengers,2nd Class,USA,0,1,American,Southampton
train,697,0,3,"Kelly, Mr. James",male,44,0,0,363592,8.05,,S,1083,19,14to19years,Passengers,3rd Class,Ireland,0,1,Irish,Southampton
train,698,1,3,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852,7.7333,,Q,1419,21,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,699,0,1,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C68,C,1996,49,40to49years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,7.65,F G63,S,961,42,40to49years,Passengers,3rd Class,Norway,0,0,European,Southampton
train,701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,PC 17757,227.525,C62 C64,C,90,18,14to19years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,702,1,1,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,26.2875,E24,S,1844,35,35to39years,Passengers,1st Class,USA,0,1,American,Southampton
train,703,0,3,"Barbara, Miss. Saiide",female,18,0,1,2691,14.4542,,C,124,18,14to19years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,704,0,3,"Gallagher, Mr. Martin",male,25,0,0,36864,7.7417,,Q,723,29,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,705,0,3,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,7.8542,,S,827,26,25to29years,Passengers,3rd Class,Denmark,0,0,European,Southampton
train,706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,26,,S,1402,38,35to39years,Passengers,2nd Class,England,1,1,British,Southampton
train,707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,223596,13.5,,S,1082,45,40to49years,Passengers,2nd Class,England,1,1,British,Southampton
train,708,1,1,"Calderhead, Mr. Edward Pennington",male,42,0,0,PC 17476,26.2875,E24,S,318,42,40to49years,Passengers,1st Class,USA,0,1,American,Southampton
train,709,1,1,"Cleaver, Miss. Alice",female,22,0,0,113781,151.55,,S,406,22,20to24years,Servants,1st Class,England,1,1,British,Southampton
train,710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,15.2458,,C,1411,4,00to13years,Children,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,49.5042,C90,C,1298,24,20to24years,Passengers,1st Class,Belgium,0,0,European,Cherbourg
train,712,0,1,"Klaber, Mr. Herman",male,,0,0,113028,26.55,C124,S,1124,44,40to49years,Passengers,1st Class,USA,0,1,American,Southampton
train,713,1,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,S,1979,48,40to49years,Passengers,1st Class,England,1,1,British,Southampton
train,714,0,3,"Larsson, Mr. August Viktor",male,29,0,0,7545,9.4833,,S,1159,29,25to29years,Passengers,3rd Class,USA,0,1,American,Southampton
train,715,0,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,,S,787,52,50yearsplus,Passengers,2nd Class,USA,0,1,American,Southampton
train,716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,7.65,F G73,S,1910,19,14to19years,Passengers,3rd Class,Norway,0,0,European,Southampton
train,717,1,1,"Endres, Miss. Caroline Louise",female,38,0,0,PC 17757,227.525,C45,C,631,39,35to39years,Servants,1st Class,USA,0,1,American,Cherbourg
train,718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,34218,10.5,E101,S,2038,27,25to29years,Passengers,2nd Class,England,1,1,British,Southampton
train,719,0,3,"McEvoy, Mr. Michael",male,,0,0,36568,15.5,,Q,1320,19,14to19years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,720,0,3,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,7.775,,S,1031,33,30to34years,Passengers,3rd Class,USA,0,1,American,Southampton
train,721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,33,,S,839,6,00to13years,Children,2nd Class,England,1,1,British,Southampton
train,722,0,3,"Jensen, Mr. Svend Lauritz",male,17,1,0,350048,7.0542,,S,1014,17,14to19years,Passengers,3rd Class,Denmark,0,0,European,Southampton
train,723,0,2,"Gillespie, Mr. William Henry",male,34,0,0,12233,13,,S,750,34,30to34years,Passengers,2nd Class,Ireland,0,1,Irish,Southampton
train,724,0,2,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,,S,925,50,50yearsplus,Passengers,2nd Class,England,1,1,British,Southampton
train,725,1,1,"Chambers, Mr. Norman Campbell",male,27,1,0,113806,53.1,E8,S,374,27,25to29years,Passengers,1st Class,USA,0,1,American,Southampton
train,726,0,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,,S,1516,20,20to24years,Passengers,3rd Class,Croatia,0,0,European,Southampton
train,727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,31027,21,,S,1679,30,30to34years,Passengers,2nd Class,USA,0,1,American,Southampton
train,728,1,3,"Mannion, Miss. Margareth",female,,0,0,36866,7.7375,,Q,1266,28,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,26,,S,285,25,25to29years,Passengers,2nd Class,Sweden,0,0,European,Southampton
train,730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,STON/O2. 3101271,7.925,,S,982,25,25to29years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,731,1,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,24160,211.3375,B5,S,30,29,25to29years,Passengers,1st Class,USA,0,1,American,Southampton
train,732,0,3,"Hassan, Mr. Houssein G N",male,11,0,0,2699,18.7875,,C,971,11,00to13years,Children,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,733,0,2,"Knight, Mr. Robert J",male,,0,0,239855,0,,S,1131,39,35to39years,Guarantee,2nd Class,Ireland,0,1,Irish,Belfast
train,734,0,2,"Berriman, Mr. William John",male,23,0,0,28425,13,,S,182,23,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
train,735,0,2,"Troupiansky, Mr. Moses Aaron",male,23,0,0,233639,13,,S,2036,23,20to24years,Passengers,2nd Class,England,1,1,British,Southampton
train,736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,54636,16.1,,S,2170,28,25to29years,Passengers,3rd Class,Wales,0,1,British,Southampton
train,737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,W./C. 6608,34.375,,S,685,48,40to49years,Passengers,3rd Class,England,1,1,British,Southampton
train,738,1,1,"Lesurer, Mr. Gustave J",male,35,0,0,PC 17755,512.3292,B101,C,1187,35,35to39years,Servants,1st Class,USA,0,1,American,Cherbourg
train,739,0,3,"Ivanoff, Mr. Kanio",male,,0,0,349201,7.8958,,S,989,20,20to24years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,740,0,3,"Nankoff, Mr. Minko",male,,0,0,349218,7.8958,,S,1439,32,30to34years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,741,1,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30,D45,S,871,45,40to49years,Passengers,1st Class,England,1,1,British,Southampton
train,742,0,1,"Cavendish, Mr. Tyrell William",male,36,1,0,19877,78.85,C46,S,367,36,35to39years,Passengers,1st Class,England,1,1,British,Southampton
train,743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,1762,21,20to24years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,744,0,3,"McNamee, Mr. Neal",male,24,1,0,376566,16.1,,S,1341,27,25to29years,Passengers,3rd Class,England,1,1,British,Southampton
train,745,1,3,"Stranden, Mr. Juho",male,31,0,0,STON/O 2. 3101288,7.925,,S,1946,31,30to34years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,746,0,1,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,71,B22,S,482,70,50yearsplus,Passengers,1st Class,USA,0,1,American,Southampton
train,747,0,3,"Abbott, Mr. Rossmore Edward",male,16,1,1,C.A. 2673,20.25,,S,5,16,14to19years,Passengers,3rd Class,USA,0,1,American,Southampton
train,748,1,2,"Sinkkonen, Miss. Anna",female,30,0,0,250648,13,,S,1854,30,30to34years,Passengers,2nd Class,Finland,0,0,European,Southampton
train,749,0,1,"Marvin, Mr. Daniel Warner",male,19,1,0,113773,53.1,D30,S,1282,18,14to19years,Passengers,1st Class,USA,0,1,American,Southampton
train,750,0,3,"Connaghton, Mr. Michael",male,31,0,0,335097,7.75,,Q,434,31,30to34years,Passengers,3rd Class,USA,0,1,American,Queenstown
train,751,1,2,"Wells, Miss. Joan",female,4,1,1,29103,23,,S,2127,4,00to13years,Children,2nd Class,England,1,1,British,Southampton
train,752,1,3,"Moor, Master. Meier",male,6,0,1,392096,12.475,E121,S,1387,7,00to13years,Children,3rd Class,Russia,0,0,European,Southampton
train,753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,345780,9.5,,S,2054,35,35to39years,Passengers,3rd Class,Belgium,0,0,European,Southampton
train,754,0,3,"Jonkoff, Mr. Lalio",male,23,0,0,349204,7.8958,,S,1045,23,20to24years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,220845,65,,S,895,48,40to49years,Passengers,2nd Class,England,1,1,British,Southampton
train,756,1,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S,817,0,00to13years,Children,2nd Class,USA,0,1,American,Southampton
train,757,0,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,350042,7.7958,,S,339,28,25to29years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,758,0,2,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,,S,113,18,14to19years,Passengers,2nd Class,England,1,1,British,Southampton
train,759,0,3,"Theobald, Mr. Thomas Leonard",male,34,0,0,363294,8.05,,S,1999,34,30to34years,Passengers,3rd Class,England,1,1,British,Southampton
train,760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,S,1185,33,30to34years,Passengers,1st Class,Canada,0,1,OES,Southampton
train,761,0,3,"Garfirth, Mr. John",male,,0,0,358585,14.5,,S,724,21,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
train,762,0,3,"Nirva, Mr. Iisakki Antino Aijo",male,41,0,0,SOTON/O2 3101272,7.125,,S,1472,41,40to49years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,763,1,3,"Barah, Mr. Hanna Assi",male,20,0,0,2663,7.2292,,C,824,27,25to29years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",female,36,1,2,113760,120,B96 B98,S,350,36,35to39years,Passengers,1st Class,USA,0,1,American,Southampton
train,765,0,3,"Eklund, Mr. Hans Linus",male,16,0,0,347074,7.775,,S,621,16,14to19years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",female,51,1,0,13502,77.9583,D11,S,928,51,50yearsplus,Passengers,1st Class,USA,0,1,American,Cherbourg
train,767,0,1,"Brewe, Dr. Arthur Jackson",male,,0,0,112379,39.6,,C,257,45,40to49years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,768,0,3,"Mangan, Miss. Mary",female,30.5,0,0,364850,7.75,,Q,1264,32,30to34years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,769,0,3,"Moran, Mr. Daniel J",male,,1,0,371110,24.15,,Q,1396,27,25to29years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,770,0,3,"Gronnestad, Mr. Daniel Danielsen",male,32,0,0,8471,8.3625,,S,792,32,30to34years,Passengers,3rd Class,Norway,0,0,European,Southampton
train,771,0,3,"Lievens, Mr. Rene Aime",male,24,0,0,345781,9.5,,S,1193,24,20to24years,Passengers,3rd Class,Belgium,0,0,European,Southampton
train,772,0,3,"Jensen, Mr. Niels Peder",male,48,0,0,350047,7.8542,,S,1013,48,40to49years,Passengers,3rd Class,USA,0,1,American,Southampton
train,773,0,2,"Mack, Mrs. (Mary)",female,57,0,0,S.O./P.P. 3,10.5,E77,S,1243,57,50yearsplus,Passengers,2nd Class,England,1,1,British,Southampton
train,774,0,3,"Elias, Mr. Dibo",male,,0,0,2674,7.225,,C,623,29,25to29years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",female,54,1,3,29105,23,,S,920,54,50yearsplus,Passengers,2nd Class,England,1,1,British,Southampton
train,776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,18,0,0,347078,7.75,,S,1430,18,14to19years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,777,0,3,"Tobin, Mr. Roger",male,,0,0,383121,7.75,F38,Q,2021,20,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,364516,12.475,,S,629,5,00to13years,Children,3rd Class,USA,0,1,American,Southampton
train,779,0,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q,1106,22,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,S,1714,43,40to49years,Passengers,1st Class,USA,0,1,American,Southampton
train,781,1,3,"Ayoub, Miss. Banoura",female,13,0,0,2687,7.2292,,C,97,15,14to19years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,17474,57,B20,S,558,17,14to19years,Passengers,1st Class,Canada,0,1,OES,Southampton
train,783,0,1,"Long, Mr. Milton Clyde",male,29,0,0,113501,30,D6,S,1221,29,25to29years,Passengers,1st Class,USA,0,1,American,Southampton
train,784,0,3,"Johnston, Mr. Andrew G",male,,1,2,W./C. 6607,23.45,,S,1034,35,35to39years,Passengers,3rd Class,England,1,1,British,Southampton
train,785,0,3,"Ali, Mr. William",male,25,0,0,SOTON/O.Q. 3101312,7.05,,S,27,25,25to29years,Passengers,3rd Class,Argentina,0,0,Other,Southampton
train,786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,374887,7.25,,S,1213,25,25to29years,Passengers,3rd Class,Russia,0,0,European,Southampton
train,787,1,3,"Sjoblom, Miss. Anna Sofia",female,18,0,0,3101265,7.4958,,S,1860,18,14to19years,Passengers,3rd Class,Finland,0,0,European,Southampton
train,788,0,3,"Rice, Master. George Hugh",male,8,4,1,382652,29.125,,Q,1692,8,00to13years,Children,3rd Class,Ireland,0,1,Irish,Queenstown
train,789,1,3,"Dean, Master. Bertram Vere",male,1,1,2,C.A. 2315,20.575,,S,538,1,00to13years,Children,3rd Class,England,1,1,British,Southampton
train,790,0,1,"Guggenheim, Mr. Benjamin",male,46,0,0,PC 17593,79.2,B82 B84,C,795,46,40to49years,Passengers,1st Class,France,0,0,European,Cherbourg
train,791,0,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,,Q,1071,23,20to24years,Passengers,3rd Class,Ireland,0,1,Irish,Queenstown
train,792,0,2,"Gaskell, Mr. Alfred",male,16,0,0,239865,26,,S,726,16,14to19years,Passengers,2nd Class,England,1,1,British,Southampton
train,793,0,3,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,69.55,,S,1780,20,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
train,794,0,1,"Hoyt, Mr. William Fisher",male,,0,0,PC 17600,30.6958,,C,959,42,40to49years,Passengers,1st Class,USA,0,1,American,Cherbourg
train,795,0,3,"Dantcheff, Mr. Ristiu",male,25,0,0,349203,7.8958,,S,511,25,25to29years,Passengers,3rd Class,Bulgaria,0,0,European,Southampton
train,796,0,2,"Otter, Mr. Richard",male,39,0,0,28213,13,,S,1527,38,35to39years,Passengers,2nd Class,USA,0,1,American,Southampton
train,797,1,1,"Leader, Dr. Alice (Farnham)",female,49,0,0,17465,25.9292,D17,S,1165,49,40to49years,Passengers,1st Class,USA,0,1,American,Southampton
train,798,1,3,"Osman, Mrs. Mara",female,31,0,0,349244,8.6833,,S,122,31,30to34years,Passengers,3rd Class,Hungary,0,0,European,Southampton
train,799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,2685,7.2292,,C,2211,28,25to29years,Passengers,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,345773,24.15,,S,2060,30,30to34years,Passengers,3rd Class,Belgium,0,0,European,Southampton
train,801,0,2,"Ponesell, Mr. Martin",male,34,0,0,250647,13,,S,1635,34,30to34years,Passengers,2nd Class,England,1,1,British,Southampton
train,802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,C.A. 31921,26.25,,S,425,31,30to34years,Passengers,2nd Class,England,1,1,British,Southampton
train,803,1,1,"Carter, Master. William Thornton II",male,11,1,2,113760,120,B96 B98,S,353,11,00to13years,Children,1st Class,USA,0,1,American,Southampton
train,804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,,C,2001,0,00to13years,Children,3rd Class,Lebanon,0,0,Ottoman,Cherbourg
train,805,1,3,"Hedman, Mr. Oskar Arvid",male,27,0,0,347089,6.975,,S,880,27,25to29years,Passengers,3rd Class,USA,0,1,American,Southampton
train,806,0,3,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,,S,1024,31,30to34years,Passengers,3rd Class,USA,0,1,American,Southampton
train,807,0,1,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,0,A36,S,63,39,35to39years,Guarantee,1st Class,Ireland,0,1,Irish,Belfast
train,808,0,3,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,7.775,,S,1609,18,14to19years,Passengers,3rd Class,Sweden,0,0,European,Southampton
train,809,0,2,"Meyer, Mr. August",male,39,0,0,248723,13,,S,1355,31,30to34years,Passengers,2nd Class,England,1,1,British,Southampton
train,810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,113806,53.1,E8,S,373,32,30to34years,Passengers,1st Class,USA,0,1,American,Southampton
train,811,0,3,"Alexander, Mr. William",male,26,0,0,3474,7.8875,,S,24,23,20to24years,Passengers,3rd Class,England,1,1,British,Southampton
train,812,0,3,"Lester, Mr. James",male,39,0,0,A/4 48871,24.15,,S,1186,39,35to39years,Passengers,3rd Class,England,1,1,British,Southampton
train,813,0,2,"Slemen, Mr. Richard James",male,35,0,0,28206,10.5,,S,1872,35,35to39years,Passengers,2nd Class,England,1,1,British,Southampton
